KEY: a , Value: 6970

KEY: testiness , Value: 1

KEY: testril , Value: 1

KEY: testy , Value: 3

KEY: tetchy , Value: 1

KEY: tetter , Value: 1

KEY: tevil , Value: 1

KEY: text , Value: 9

KEY: th , Value: 12

KEY: thaisa , Value: 49

KEY: thaliard , Value: 16

KEY: thames , Value: 5

KEY: than , Value: 856

KEY: thank , Value: 161

KEY: thankd , Value: 1

KEY: thanked , Value: 4

KEY: thankful , Value: 13

KEY: thankfully , Value: 5

KEY: thankfulness , Value: 2

KEY: thanking , Value: 1

KEY: thankings , Value: 2

KEY: thanks , Value: 75

KEY: thanksgiving , Value: 2

KEY: thans , Value: 1

KEY: tharborough , Value: 1

KEY: that , Value: 4592

KEY: thatchd , Value: 1

KEY: thatched , Value: 2

KEY: thats , Value: 213

KEY: thaw , Value: 4

KEY: thawd , Value: 1

KEY: thaws , Value: 1

KEY: the , Value: 11273

KEY: theatre , Value: 1

KEY: thebes , Value: 1

KEY: thee , Value: 1246

KEY: theft , Value: 5

KEY: thefts , Value: 2

KEY: their , Value: 635

KEY: theirs , Value: 11

KEY: them , Value: 749

KEY: theme , Value: 15

KEY: themselves , Value: 60

KEY: then , Value: 901

KEY: thence , Value: 34

KEY: theoric , Value: 1

KEY: there , Value: 872

KEY: thereabouts , Value: 2

KEY: thereat , Value: 1

KEY: thereby , Value: 10

KEY: therefore , Value: 276

KEY: therein , Value: 26

KEY: thereof , Value: 12

KEY: thereon , Value: 3

KEY: theres , Value: 179

KEY: theret , Value: 1

KEY: theretake , Value: 1

KEY: thereto , Value: 9

KEY: thereupon , Value: 5

KEY: therewithal , Value: 6

KEY: thersites , Value: 122

KEY: these , Value: 507

KEY: theseus , Value: 64

KEY: thessalian , Value: 1

KEY: thessaly , Value: 1

KEY: thetis , Value: 5

KEY: they , Value: 957

KEY: theyll , Value: 23

KEY: theyre , Value: 10

KEY: theyve , Value: 2

KEY: thick , Value: 15

KEY: thicker , Value: 2

KEY: thickest , Value: 3

KEY: thicket , Value: 4

KEY: thief , Value: 36

KEY: thievery , Value: 2

KEY: thieves , Value: 14

KEY: thievish , Value: 2

KEY: thigh , Value: 2

KEY: thighs , Value: 2

KEY: thimble , Value: 2

KEY: thin , Value: 8

KEY: thine , Value: 132

KEY: thing , Value: 240

KEY: things , Value: 140

KEY: think , Value: 492

KEY: thinkest , Value: 10

KEY: thinking , Value: 15

KEY: thinkings , Value: 1

KEY: thinks , Value: 34

KEY: thinkst , Value: 11

KEY: thinkt , Value: 1

KEY: third , Value: 62

KEY: thirdly , Value: 2

KEY: thirds , Value: 1

KEY: thirst , Value: 2

KEY: thirsts , Value: 1

KEY: thirsty , Value: 4

KEY: thirteen , Value: 2

KEY: thirty , Value: 7

KEY: this , Value: 2720

KEY: thisbe , Value: 22

KEY: thisbes , Value: 2

KEY: thisby , Value: 23

KEY: thisbys , Value: 6

KEY: thisne , Value: 2

KEY: thiss , Value: 1

KEY: thistle , Value: 3

KEY: thither , Value: 43

KEY: thitherward , Value: 1

KEY: thoas , Value: 1

KEY: thomas , Value: 6

KEY: thorn , Value: 6

KEY: thornier , Value: 1

KEY: thorns , Value: 7

KEY: thorny , Value: 3

KEY: thorough , Value: 7

KEY: thoroughfare , Value: 1

KEY: thoroughfares , Value: 1

KEY: thoroughly , Value: 5

KEY: those , Value: 184

KEY: thou , Value: 2052

KEY: thoudst , Value: 1

KEY: though , Value: 296

KEY: thought , Value: 155

KEY: thoughten , Value: 1

KEY: thoughts , Value: 88

KEY: thoughtst , Value: 2

KEY: thouldst , Value: 2

KEY: thoult , Value: 7

KEY: thourt , Value: 22

KEY: thousand , Value: 133

KEY: thousands , Value: 6

KEY: thousandth , Value: 2

KEY: thoust , Value: 2

KEY: thout , Value: 1

KEY: thracian , Value: 1

KEY: thralld , Value: 1

KEY: thrash , Value: 1

KEY: thrasonical , Value: 2

KEY: thread , Value: 11

KEY: threadbare , Value: 1

KEY: threat , Value: 1

KEY: threaten , Value: 4

KEY: threatend , Value: 2

KEY: threatened , Value: 2

KEY: threatenest , Value: 1

KEY: threatening , Value: 3

KEY: threateningly , Value: 1

KEY: threatens , Value: 4

KEY: threats , Value: 6

KEY: three , Value: 229

KEY: threefold , Value: 2

KEY: threes , Value: 3

KEY: threshold , Value: 2

KEY: threw , Value: 14

KEY: thrice , Value: 31

KEY: thrift , Value: 6

KEY: thriftless , Value: 1

KEY: thrifts , Value: 1

KEY: thrifty , Value: 4

KEY: thrilling , Value: 1

KEY: thrive , Value: 17

KEY: thrived , Value: 1

KEY: thrives , Value: 1

KEY: thriving , Value: 1

KEY: throat , Value: 15

KEY: throats , Value: 2

KEY: throca , Value: 1

KEY: throes , Value: 2

KEY: thromuldo , Value: 1

KEY: throne , Value: 11

KEY: throned , Value: 3

KEY: thrones , Value: 2

KEY: throng , Value: 3

KEY: throngd , Value: 2

KEY: thronging , Value: 1

KEY: throngs , Value: 1

KEY: throstle , Value: 2

KEY: throttle , Value: 1

KEY: through , Value: 115

KEY: throughly , Value: 6

KEY: throughout , Value: 1

KEY: throught , Value: 1

KEY: throw , Value: 32

KEY: thrower , Value: 1

KEY: throwing , Value: 5

KEY: thrown , Value: 20

KEY: throws , Value: 8

KEY: throwt , Value: 1

KEY: thrum , Value: 1

KEY: thrummed , Value: 1

KEY: thrush , Value: 1

KEY: thrust , Value: 13

KEY: thrusts , Value: 1

KEY: thumb , Value: 2

KEY: thump , Value: 2

KEY: thumped , Value: 1

KEY: thunder , Value: 31

KEY: thunderbolt , Value: 3

KEY: thunderer , Value: 1

KEY: thunders , Value: 2

KEY: thurio , Value: 70

KEY: thurios , Value: 1

KEY: thus , Value: 307

KEY: thwack , Value: 1

KEY: thwart , Value: 2

KEY: thwarted , Value: 3

KEY: thwarting , Value: 2

KEY: thy , Value: 1325

KEY: thyme , Value: 1

KEY: thyself , Value: 85

KEY: ti , Value: 2

KEY: tib , Value: 1

KEY: tibs , Value: 1

KEY: tick , Value: 2

KEY: tickle , Value: 5

KEY: tickled , Value: 3

KEY: tickles , Value: 2

KEY: tickling , Value: 3

KEY: ticklish , Value: 1

KEY: tide , Value: 13

KEY: tides , Value: 1

KEY: tidings , Value: 8

KEY: tie , Value: 10

KEY: tied , Value: 17

KEY: tiger , Value: 4

KEY: tigers , Value: 2

KEY: tight , Value: 2

KEY: tightly , Value: 2

KEY: til , Value: 1

KEY: tile , Value: 1

KEY: till , Value: 263

KEY: tillyvally , Value: 1

KEY: tilter , Value: 2

KEY: tilth , Value: 2

KEY: tilting , Value: 3

KEY: tilts , Value: 1

KEY: timber , Value: 1

KEY: timbered , Value: 1

KEY: time , Value: 445

KEY: timeless , Value: 1

KEY: timely , Value: 2

KEY: times , Value: 76

KEY: timon , Value: 1

KEY: timorous , Value: 1

KEY: tinct , Value: 2

KEY: tincture , Value: 2

KEY: tinderbox , Value: 1

KEY: tinker , Value: 4

KEY: tinkers , Value: 3

KEY: tinsel , Value: 1

KEY: tiny , Value: 1

KEY: tip , Value: 2

KEY: tipped , Value: 1

KEY: tipsy , Value: 1

KEY: tire , Value: 12

KEY: tired , Value: 9

KEY: tires , Value: 2

KEY: tirest , Value: 1

KEY: tiring , Value: 1

KEY: tirra , Value: 1

KEY: tis , Value: 587

KEY: tisick , Value: 2

KEY: titan , Value: 2

KEY: titania , Value: 40

KEY: titanias , Value: 1

KEY: tithe , Value: 2

KEY: tithes , Value: 1

KEY: title , Value: 21

KEY: titled , Value: 2

KEY: titles , Value: 7

KEY: tittle , Value: 1

KEY: tittles , Value: 1

KEY: titus , Value: 1

KEY: to , Value: 8224

KEY: toad , Value: 3

KEY: toads , Value: 3

KEY: toadstool , Value: 1

KEY: toast , Value: 2

KEY: toasted , Value: 1

KEY: toaze , Value: 1

KEY: toby , Value: 204

KEY: tobys , Value: 1

KEY: tod , Value: 1

KEY: today , Value: 2

KEY: tods , Value: 1

KEY: toe , Value: 5

KEY: toes , Value: 2

KEY: tofore , Value: 1

KEY: together , Value: 117

KEY: toil , Value: 9

KEY: toild , Value: 1

KEY: toiling , Value: 1

KEY: token , Value: 14

KEY: tokens , Value: 9

KEY: told , Value: 116

KEY: toldst , Value: 3

KEY: tolerable , Value: 2

KEY: toll , Value: 1

KEY: tom , Value: 3

KEY: tomb , Value: 18

KEY: tomboys , Value: 1

KEY: tombs , Value: 2

KEY: tomorrow , Value: 9

KEY: toms , Value: 1

KEY: tongs , Value: 1

KEY: tongue , Value: 153

KEY: tongued , Value: 3

KEY: tongueless , Value: 1

KEY: tongues , Value: 27

KEY: tonight , Value: 8

KEY: too , Value: 594

KEY: took , Value: 77

KEY: tookst , Value: 2

KEY: tookt , Value: 1

KEY: tools , Value: 2

KEY: tooth , Value: 12

KEY: toothache , Value: 4

KEY: toothd , Value: 1

KEY: top , Value: 21

KEY: topas , Value: 16

KEY: topless , Value: 1

KEY: topmast , Value: 3

KEY: toppd , Value: 1

KEY: topping , Value: 1

KEY: topple , Value: 1

KEY: topples , Value: 1

KEY: tops , Value: 3

KEY: topsail , Value: 1

KEY: torch , Value: 7

KEY: torchbearer , Value: 1

KEY: torchbearers , Value: 1

KEY: torcher , Value: 1

KEY: torches , Value: 3

KEY: tore , Value: 2

KEY: torment , Value: 14

KEY: torments , Value: 6

KEY: torn , Value: 5

KEY: tortive , Value: 1

KEY: tortoise , Value: 1

KEY: torture , Value: 12

KEY: tortured , Value: 2

KEY: torturer , Value: 1

KEY: torturers , Value: 1

KEY: tortures , Value: 2

KEY: torturest , Value: 1

KEY: torturing , Value: 1

KEY: tos , Value: 5

KEY: toss , Value: 2

KEY: tossd , Value: 2

KEY: tossing , Value: 1

KEY: tost , Value: 2

KEY: tot , Value: 47

KEY: total , Value: 1

KEY: totally , Value: 1

KEY: tother , Value: 2

KEY: tottering , Value: 2

KEY: totters , Value: 1

KEY: touch , Value: 50

KEY: touchd , Value: 25

KEY: touched , Value: 4

KEY: touches , Value: 9

KEY: toucheth , Value: 2

KEY: touching , Value: 9

KEY: touchstone , Value: 88

KEY: tough , Value: 5

KEY: tougher , Value: 1

KEY: tournaments , Value: 1

KEY: tourney , Value: 2

KEY: touse , Value: 1

KEY: toward , Value: 32

KEY: towards , Value: 23

KEY: tower , Value: 3

KEY: towers , Value: 3

KEY: town , Value: 50

KEY: towns , Value: 3

KEY: toy , Value: 7

KEY: toys , Value: 8

KEY: trace , Value: 4

KEY: tractable , Value: 2

KEY: trade , Value: 20

KEY: traded , Value: 1

KEY: traders , Value: 3

KEY: trades , Value: 1

KEY: tradesmen , Value: 1

KEY: tradition , Value: 1

KEY: traduced , Value: 1

KEY: traffic , Value: 4

KEY: traffickers , Value: 1

KEY: traffics , Value: 1

KEY: tragedians , Value: 1

KEY: tragedy , Value: 1

KEY: tragic , Value: 1

KEY: tragical , Value: 3

KEY: trail , Value: 2

KEY: train , Value: 29

KEY: traind , Value: 4

KEY: trained , Value: 2

KEY: training , Value: 2

KEY: trains , Value: 2

KEY: traitor , Value: 26

KEY: traitorly , Value: 1

KEY: traitorously , Value: 1

KEY: traitors , Value: 13

KEY: traitress , Value: 1

KEY: trampled , Value: 1

KEY: trampling , Value: 1

KEY: trance , Value: 1

KEY: tranect , Value: 1

KEY: tranio , Value: 140

KEY: transcendence , Value: 1

KEY: transcends , Value: 1

KEY: transfigured , Value: 1

KEY: transform , Value: 3

KEY: transformation , Value: 2

KEY: transformations , Value: 1

KEY: transformd , Value: 3

KEY: transformed , Value: 5

KEY: transgressed , Value: 2

KEY: transgresses , Value: 1

KEY: transgressing , Value: 1

KEY: transgression , Value: 6

KEY: translate , Value: 3

KEY: translated , Value: 4

KEY: translation , Value: 1

KEY: transmutation , Value: 1

KEY: transparent , Value: 3

KEY: transport , Value: 1

KEY: transportance , Value: 1

KEY: transported , Value: 4

KEY: transpose , Value: 1

KEY: transshape , Value: 1

KEY: transylvanian , Value: 1

KEY: trap , Value: 1

KEY: trappd , Value: 1

KEY: trappings , Value: 1

KEY: traps , Value: 1

KEY: trash , Value: 3

KEY: travail , Value: 5

KEY: travails , Value: 2

KEY: travel , Value: 22

KEY: travelld , Value: 3

KEY: traveller , Value: 10

KEY: travellers , Value: 5

KEY: travellest , Value: 1

KEY: travelling , Value: 3

KEY: travels , Value: 6

KEY: traverse , Value: 2

KEY: traytrip , Value: 1

KEY: treacherous , Value: 6

KEY: treachery , Value: 5

KEY: tread , Value: 16

KEY: treads , Value: 2

KEY: treason , Value: 18

KEY: treasonable , Value: 1

KEY: treasons , Value: 3

KEY: treasure , Value: 14

KEY: treasures , Value: 1

KEY: treasury , Value: 1

KEY: treatise , Value: 1

KEY: treats , Value: 2

KEY: treble , Value: 5

KEY: trebled , Value: 1

KEY: trebles , Value: 2

KEY: tree , Value: 29

KEY: trees , Value: 10

KEY: tremble , Value: 11

KEY: trembled , Value: 1

KEY: trembles , Value: 2

KEY: trembling , Value: 3

KEY: tremor , Value: 1

KEY: trempling , Value: 1

KEY: trenched , Value: 1

KEY: trencher , Value: 4

KEY: trencherman , Value: 1

KEY: trenchers , Value: 1

KEY: trespass , Value: 4

KEY: trespasses , Value: 1

KEY: treys , Value: 1

KEY: trial , Value: 21

KEY: trials , Value: 3

KEY: trib , Value: 4

KEY: tribe , Value: 4

KEY: tribune , Value: 3

KEY: tribunes , Value: 2

KEY: tributary , Value: 1

KEY: tribute , Value: 17

KEY: trice , Value: 3

KEY: trick , Value: 29

KEY: tricking , Value: 1

KEY: tricks , Value: 18

KEY: tricksy , Value: 2

KEY: trident , Value: 1

KEY: tried , Value: 9

KEY: trifle , Value: 10

KEY: trifles , Value: 10

KEY: trifling , Value: 2

KEY: trim , Value: 9

KEY: trimmd , Value: 3

KEY: trimmed , Value: 1

KEY: trimming , Value: 1

KEY: trims , Value: 1

KEY: trinculo , Value: 61

KEY: trinculos , Value: 2

KEY: trinkets , Value: 1

KEY: trip , Value: 10

KEY: tripe , Value: 1

KEY: triple , Value: 2

KEY: triplex , Value: 1

KEY: tripoli , Value: 1

KEY: tripolis , Value: 3

KEY: trippd , Value: 1

KEY: tripped , Value: 1

KEY: tripping , Value: 3

KEY: trippingly , Value: 1

KEY: triumph , Value: 7

KEY: triumphant , Value: 1

KEY: triumphantly , Value: 1

KEY: triumphing , Value: 1

KEY: triumphs , Value: 4

KEY: triumviry , Value: 1

KEY: trivial , Value: 2

KEY: troat , Value: 1

KEY: trod , Value: 6

KEY: trodden , Value: 1

KEY: troien , Value: 1

KEY: troilus , Value: 246

KEY: troiluses , Value: 1

KEY: troiluss , Value: 2

KEY: trojan , Value: 29

KEY: trojans , Value: 13

KEY: troll , Value: 2

KEY: trolls , Value: 1

KEY: troop , Value: 8

KEY: troops , Value: 4

KEY: trophy , Value: 1

KEY: trot , Value: 7

KEY: troth , Value: 64

KEY: trothed , Value: 1

KEY: troths , Value: 1

KEY: trots , Value: 2

KEY: trotting , Value: 1

KEY: trouble , Value: 28

KEY: troubled , Value: 11

KEY: troubler , Value: 1

KEY: troubles , Value: 5

KEY: troublesome , Value: 2

KEY: trout , Value: 1

KEY: trouts , Value: 1

KEY: trovato , Value: 1

KEY: trow , Value: 8

KEY: trowel , Value: 1

KEY: troy , Value: 69

KEY: troyan , Value: 4

KEY: truant , Value: 6

KEY: truce , Value: 5

KEY: truckle , Value: 1

KEY: trudge , Value: 3

KEY: true , Value: 363

KEY: truer , Value: 11

KEY: truest , Value: 8

KEY: truly , Value: 88

KEY: trump , Value: 1

KEY: trumpery , Value: 2

KEY: trumpet , Value: 25

KEY: trumpeters , Value: 1

KEY: trumpets , Value: 12

KEY: truncheon , Value: 2

KEY: trunk , Value: 13

KEY: trunks , Value: 2

KEY: trust , Value: 86

KEY: trusted , Value: 5

KEY: trusting , Value: 2

KEY: trusts , Value: 1

KEY: trusty , Value: 9

KEY: truth , Value: 144

KEY: truths , Value: 6

KEY: try , Value: 40

KEY: ts , Value: 2

KEY: tu , Value: 4

KEY: tua , Value: 1

KEY: tub , Value: 2

KEY: tubal , Value: 18

KEY: tuck , Value: 1

KEY: tucket , Value: 4

KEY: tuesday , Value: 3

KEY: tuft , Value: 3

KEY: tufts , Value: 1

KEY: tug , Value: 1

KEY: tuition , Value: 1

KEY: tumble , Value: 1

KEY: tumbled , Value: 1

KEY: tumblers , Value: 1

KEY: tumbles , Value: 1

KEY: tumbling , Value: 3

KEY: tundish , Value: 1

KEY: tune , Value: 47

KEY: tuneable , Value: 2

KEY: tuned , Value: 4

KEY: tunes , Value: 3

KEY: tunis , Value: 9

KEY: tuns , Value: 1

KEY: turbans , Value: 1

KEY: turbulence , Value: 1

KEY: turbulent , Value: 1

KEY: turd , Value: 1

KEY: turf , Value: 3

KEY: turfy , Value: 1

KEY: turk , Value: 4

KEY: turkey , Value: 2

KEY: turkish , Value: 1

KEY: turks , Value: 1

KEY: turmoil , Value: 1

KEY: turn , Value: 106

KEY: turncoat , Value: 1

KEY: turnd , Value: 26

KEY: turned , Value: 19

KEY: turning , Value: 11

KEY: turnips , Value: 1

KEY: turns , Value: 22

KEY: turph , Value: 1

KEY: turpitude , Value: 1

KEY: turquoise , Value: 1

KEY: turtle , Value: 4

KEY: turtles , Value: 5

KEY: tuscan , Value: 2

KEY: tush , Value: 8

KEY: tut , Value: 8

KEY: tutor , Value: 6

KEY: tutord , Value: 2

KEY: tutored , Value: 1

KEY: tutors , Value: 3

KEY: tutto , Value: 1

KEY: twain , Value: 16

KEY: twanged , Value: 1

KEY: twangling , Value: 2

KEY: twas , Value: 68

KEY: tween , Value: 4

KEY: twelfth , Value: 1

KEY: twelve , Value: 19

KEY: twelvemonth , Value: 12

KEY: twelvemonths , Value: 1

KEY: twentieth , Value: 1

KEY: twenty , Value: 69

KEY: twere , Value: 62

KEY: twice , Value: 38

KEY: twig , Value: 1

KEY: twigs , Value: 3

KEY: twill , Value: 31

KEY: twilled , Value: 1

KEY: twin , Value: 4

KEY: twine , Value: 1

KEY: twink , Value: 2

KEY: twinkling , Value: 2

KEY: twinnd , Value: 2

KEY: twins , Value: 2

KEY: twist , Value: 1

KEY: twits , Value: 1

KEY: twixt , Value: 37

KEY: two , Value: 308

KEY: twos , Value: 1

KEY: twould , Value: 13

KEY: tyburn , Value: 1

KEY: tymbria , Value: 1

KEY: typhon , Value: 1

KEY: tyrannous , Value: 7

KEY: tyranny , Value: 7

KEY: tyrant , Value: 21

KEY: tyrants , Value: 7

KEY: tyre , Value: 28

KEY: tyrian , Value: 7

KEY: tyrus , Value: 5

KEY: u , Value: 1

KEY: udders , Value: 1

KEY: udge , Value: 1

KEY: uglier , Value: 1

KEY: ugly , Value: 5

KEY: ulcer , Value: 1

KEY: ulysses , Value: 110

KEY: umber , Value: 1

KEY: umbra , Value: 1

KEY: umpire , Value: 1

KEY: umpires , Value: 1

KEY: un , Value: 4

KEY: unable , Value: 4

KEY: unacquainted , Value: 1

KEY: unadvised , Value: 1

KEY: unanswerd , Value: 1

KEY: unapt , Value: 1

KEY: unarm , Value: 6

KEY: unarmd , Value: 4

KEY: unarmed , Value: 1

KEY: unarms , Value: 1

KEY: unauspicious , Value: 1

KEY: unawares , Value: 1

KEY: unbackd , Value: 1

KEY: unbaked , Value: 1

KEY: unbanded , Value: 1

KEY: unbar , Value: 1

KEY: unbashful , Value: 1

KEY: unbated , Value: 1

KEY: unbefitting , Value: 1

KEY: unbelieved , Value: 1

KEY: unbent , Value: 1

KEY: unbind , Value: 1

KEY: unblinding , Value: 1

KEY: unbodied , Value: 1

KEY: unbolt , Value: 1

KEY: unborn , Value: 2

KEY: unbosom , Value: 1

KEY: unbound , Value: 1

KEY: unbowd , Value: 1

KEY: unbraided , Value: 1

KEY: unbreathed , Value: 1

KEY: unbreechd , Value: 1

KEY: unbridled , Value: 2

KEY: unbruised , Value: 2

KEY: unbuckle , Value: 2

KEY: unburden , Value: 1

KEY: unbuttoned , Value: 1

KEY: uncapable , Value: 1

KEY: uncape , Value: 1

KEY: uncase , Value: 1

KEY: uncasing , Value: 1

KEY: uncertain , Value: 4

KEY: uncertainty , Value: 1

KEY: unchary , Value: 1

KEY: unchaste , Value: 3

KEY: uncheckd , Value: 1

KEY: uncivil , Value: 6

KEY: unclaimd , Value: 1

KEY: unclasp , Value: 4

KEY: unclaspd , Value: 2

KEY: uncle , Value: 43

KEY: unclean , Value: 4

KEY: uncleanliness , Value: 1

KEY: uncleanly , Value: 2

KEY: uncleanness , Value: 1

KEY: uncles , Value: 4

KEY: uncomeliness , Value: 1

KEY: uncompassionate , Value: 1

KEY: uncomprehensive , Value: 1

KEY: unconfinable , Value: 1

KEY: unconfirmed , Value: 2

KEY: unconsidered , Value: 1

KEY: unconstant , Value: 1

KEY: unconstrained , Value: 1

KEY: uncouple , Value: 1

KEY: uncourteous , Value: 1

KEY: uncouth , Value: 1

KEY: uncovered , Value: 1

KEY: uncropped , Value: 1

KEY: uncrossd , Value: 1

KEY: uncurrent , Value: 2

KEY: under , Value: 121

KEY: underborne , Value: 1

KEY: undergo , Value: 9

KEY: undergoes , Value: 2

KEY: undergoing , Value: 1

KEY: undergone , Value: 1

KEY: underhand , Value: 1

KEY: undermine , Value: 2

KEY: underminers , Value: 1

KEY: underneath , Value: 2

KEY: underprizing , Value: 1

KEY: understand , Value: 57

KEY: understandeth , Value: 1

KEY: understanding , Value: 8

KEY: understandings , Value: 1

KEY: understands , Value: 3

KEY: understandst , Value: 1

KEY: understood , Value: 7

KEY: undert , Value: 1

KEY: undertaen , Value: 1

KEY: undertake , Value: 26

KEY: undertaker , Value: 1

KEY: undertakes , Value: 1

KEY: undertaking , Value: 5

KEY: undertakings , Value: 2

KEY: undertook , Value: 2

KEY: undervalued , Value: 2

KEY: underwrite , Value: 1

KEY: undescried , Value: 1

KEY: undeserved , Value: 3

KEY: undeserving , Value: 2

KEY: undiscernible , Value: 1

KEY: undiscovered , Value: 1

KEY: undishonoured , Value: 1

KEY: undisposed , Value: 1

KEY: undistinguishable , Value: 2

KEY: undividable , Value: 1

KEY: undo , Value: 16

KEY: undoes , Value: 1

KEY: undoing , Value: 1

KEY: undone , Value: 27

KEY: undoubted , Value: 1

KEY: undoubtful , Value: 1

KEY: undreamd , Value: 1

KEY: undress , Value: 1

KEY: undressed , Value: 1

KEY: undrownd , Value: 2

KEY: unduteous , Value: 1

KEY: unearned , Value: 1

KEY: unearthly , Value: 1

KEY: uneasy , Value: 2

KEY: uneducated , Value: 1

KEY: uneven , Value: 2

KEY: unexperienced , Value: 1

KEY: unexpressive , Value: 1

KEY: unfaithful , Value: 1

KEY: unfamed , Value: 1

KEY: unfeeling , Value: 2

KEY: unfeigned , Value: 1

KEY: unfeignedly , Value: 1

KEY: unfilial , Value: 1

KEY: unfilled , Value: 1

KEY: unfinishd , Value: 1

KEY: unfirm , Value: 1

KEY: unfit , Value: 4

KEY: unfledged , Value: 2

KEY: unfold , Value: 12

KEY: unfolded , Value: 2

KEY: unfoldeth , Value: 1

KEY: unfolding , Value: 1

KEY: unfolds , Value: 2

KEY: unfool , Value: 1

KEY: unforfeited , Value: 1

KEY: unfortunate , Value: 3

KEY: unfrequented , Value: 1

KEY: unfriended , Value: 1

KEY: unfriendly , Value: 1

KEY: unfurnish , Value: 1

KEY: unfurnishd , Value: 1

KEY: ungaind , Value: 2

KEY: ungalled , Value: 1

KEY: ungartered , Value: 2

KEY: ungenitured , Value: 1

KEY: ungentle , Value: 5

KEY: ungentleness , Value: 1

KEY: ungently , Value: 2

KEY: ungird , Value: 1

KEY: ungot , Value: 1

KEY: ungovernd , Value: 1

KEY: ungracious , Value: 2

KEY: ungrateful , Value: 1

KEY: unguarded , Value: 1

KEY: unguem , Value: 1

KEY: unguided , Value: 1

KEY: unhallowd , Value: 3

KEY: unhandled , Value: 1

KEY: unhandsome , Value: 2

KEY: unhappily , Value: 1

KEY: unhappiness , Value: 1

KEY: unhappy , Value: 24

KEY: unhardend , Value: 1

KEY: unhatched , Value: 1

KEY: unheard , Value: 1

KEY: unheedful , Value: 1

KEY: unheedfully , Value: 1

KEY: unheedy , Value: 1

KEY: unhold , Value: 1

KEY: unholy , Value: 2

KEY: unhopefullest , Value: 1

KEY: unhospitable , Value: 1

KEY: unhurtful , Value: 1

KEY: unicorns , Value: 1

KEY: uninhabitable , Value: 1

KEY: unintelligent , Value: 1

KEY: union , Value: 2

KEY: unite , Value: 1

KEY: united , Value: 1

KEY: unity , Value: 3

KEY: universal , Value: 6

KEY: universities , Value: 1

KEY: university , Value: 1

KEY: unjust , Value: 11

KEY: unjustly , Value: 2

KEY: unkennel , Value: 1

KEY: unkept , Value: 1

KEY: unkind , Value: 10

KEY: unkindest , Value: 2

KEY: unkindly , Value: 2

KEY: unkindness , Value: 7

KEY: unkinglike , Value: 1

KEY: unkissed , Value: 1

KEY: unknit , Value: 1

KEY: unknown , Value: 25

KEY: unlaid , Value: 2

KEY: unlawful , Value: 5

KEY: unlawfully , Value: 1

KEY: unlearnd , Value: 1

KEY: unlearned , Value: 2

KEY: unless , Value: 77

KEY: unlessond , Value: 1

KEY: unlettered , Value: 2

KEY: unlicensed , Value: 1

KEY: unlike , Value: 9

KEY: unlinkd , Value: 1

KEY: unloads , Value: 1

KEY: unlock , Value: 3

KEY: unlockd , Value: 1

KEY: unlocks , Value: 1

KEY: unloose , Value: 2

KEY: unloved , Value: 1

KEY: unluckily , Value: 3

KEY: unlustrous , Value: 1

KEY: unmannerd , Value: 1

KEY: unmannerly , Value: 3

KEY: unmarried , Value: 1

KEY: unmask , Value: 1

KEY: unmasking , Value: 2

KEY: unmatchable , Value: 1

KEY: unmeasurable , Value: 1

KEY: unmeet , Value: 3

KEY: unmellowd , Value: 1

KEY: unmingled , Value: 2

KEY: unmitigable , Value: 1

KEY: unmitigated , Value: 1

KEY: unmoved , Value: 1

KEY: unmuffles , Value: 1

KEY: unmuzzle , Value: 1

KEY: unmuzzled , Value: 1

KEY: unnatural , Value: 6

KEY: unnecessarily , Value: 1

